,0,1,2,3,4,5,6,7,Carbonate
0,0.21957671957671956,-1.4633188106703354,0.23614649980309022,-1.8600237247924085,-0.4563957074133467,1.1237500000000007,1.0,0.06069802731411235,0
1,-0.03968253968253968,-1.2471604372085912,1.7143430445158545,0.3036773428232503,-0.9103244110028372,1.8737500000000005,1.0,-0.052604957005564036,0
2,0.03439153439153439,-0.25595047007567046,-0.03574165958382401,0.41755634638196926,-0.17269026766991494,-0.20958333333333343,0.0,-0.5422357106727366,0
3,1.156084656084656,-0.7156921195444468,1.3299494398653895,-0.23819691577698698,-0.7637843838657952,-0.19458333333333322,1.0,0.6009104704097116,0
4,-1.0396825396825398,-0.6790950087900327,1.5737112379364158,-0.34163701067615665,-1.0361416060194895,0.790416666666667,1.0,-0.27314112291350534,0
5,-0.783068783068783,0.32669876939539877,-1.168858996212917,0.26571767497034415,0.44406068829406686,-0.560416666666667,0.0,-0.7749114820435004,0
6,0.9391534391534392,-0.7243139952610255,-1.6201933470454972,-0.3372716488730724,0.8064635500185025,1.4545833333333342,1.0,-0.18816388467374817,0
7,0.1693121693121693,0.6117404265076821,-0.4482616255501766,1.1008303677342828,1.9982730973233014,-0.2929166666666665,0.0,0.28528072837632784,0
8,0.32275132275132273,0.06079645341282587,-0.026366205811861443,0.018979833926453166,0.6685580362649562,-0.5429166666666667,0.0,0.35609509357612557,0
9,-1.1375661375661377,-0.07709240999770663,0.2892740711775451,1.0818505338078293,-0.17885777722955484,0.04041666666666685,0.0,0.12948912493677278,0
10,0.8915343915343915,-0.5379958725063058,-0.45451192806481855,0.18277580071174382,0.7635376834834094,3.372083333333334,1.0,0.41881638846737473,0
11,-0.46296296296296297,0.4111748070014526,-0.3232555752573425,1.138790035587189,0.4193906500555077,-0.20958333333333343,0.0,-0.8517956499747092,0
12,-0.11904761904761904,0.3258732706565774,-0.07011832341435344,1.02491103202847,-0.41507339336375976,-0.042916666666666575,0.0,0.5260495700556397,0
13,-0.41534391534391535,-1.3089199724833753,1.533084271591245,-0.9300118623962043,-0.5630936227951154,0.9570833333333338,1.0,0.11127971674253909,0
14,0.2857142857142857,-0.009523809523809379,-0.10762013850220373,0.07591933570581258,-0.08634513383495758,-0.20958333333333343,0.0,-0.10116337885685381,0
15,-1.3968253968253967,0.5823893602384776,-0.785777961340829,0.9679715302491104,0.2652029110645122,-0.3762499999999999,0.0,-0.49165402124430957,0
16,0.5582010582010583,-0.3018115111213022,1.0768121880224004,0.2277580071174378,-0.7000123350191194,0.6237500000000001,1.0,0.10520991401112785,0
17,-0.06613756613756613,-0.0862646182068331,0.10801529825293542,0.07591933570581258,-0.22388059701492533,-0.042916666666666575,0.0,0.5442589782498736,0
18,-0.18253968253968253,0.37723763662768517,0.1361416595688228,-3.3024911032028474,2.072899962994943,-0.9595833333333336,0.0,0.7809812847749116,0
19,-0.23015873015873015,-1.2236184361385,-0.9076588603763425,0.7971530249110322,-0.14802022943135576,0.45708333333333323,1.0,0.8356095093576127,0
20,0.4656084656084656,0.47629748528624954,-0.34825678531590937,0.9300118623962043,1.0423091155791293,0.12375000000000028,1.0,0.9590288315629742,0
21,-0.4126984126984127,-1.5019032332033937,1.16634294318595,-0.43653618030842234,-0.9559639817441717,0.9862500000000006,1.0,0.5118866970156803,0
22,-0.42592592592592593,0.02961094550179641,-0.2951292139414548,1.9928825622775805,0.440360182558283,-0.20958333333333343,0.0,-0.9347496206373294,0
23,1.1534391534391535,-0.596269968661622,1.3674512549532398,-0.09148279952550413,-0.6965585296657212,-0.09791666666666682,1.0,0.6170966110268082,0
24,-0.08465608465608465,0.47690896583352455,0.4830334491314379,1.803084223013049,-0.08017762427531767,-0.042916666666666575,0.0,0.8679817905918057,0
